,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
2176,CLF#3:2,BUT not in a good way.,,,,,False
2177,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,,,,,False
2178,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,,,,,False
2179,CLF#3:5,We went to celebrate two birthdays and wanted to do something special and different.,,,,,False
2180,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",,"the least,",unpleasant,Positive,False
2181,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",,"the least,",costly experience!,Positive,False
2182,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,,,,,False
2183,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,,,,,False
2184,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,,,,,False
2185,CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,,,,,False
2186,CLF#3:11,The place is beautiful!,,The place,beautiful!,Positive,True
2187,CLF#3:12,The hostess was very pleasant.,,The hostess,very pleasant.,Positive,True
2188,CLF#3:13,"However, our $14 drinks were were horrible!",,,,,False
2189,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",,,,,False
2190,CLF#3:15,"Since we were already waiting so long, we felt we had no other choice but to accept it.",,,,,False
2191,CLF#3:16,Our experience did not ever get any better.,,Our experience,not ever get any better.,Negative,False
2192,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,,drink.,never offered,Positive,False
2193,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,,Hooka.,never returning,Positive,False
2194,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,,the waiter,kept telling us one minute,Positive,True
2195,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,,,,,False
2196,CLF#3:20,We asked for beverages and never received them.,,,never received,Negative,False
2197,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,,,,,False
2198,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,,,,,False
2199,CLF#3:23,I would not expect this for a $55 dinner.,I,this,would not expect,Negative,False
2200,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,,,not received,Negative,False
2201,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,,,,,False
2202,CLF#3:26,The only beverage we did receive was water in dirty glasses!,,,,,False
2203,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,,,half of the restaurant.,Negative,False
2204,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",,food,good,Positive,True
2205,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,,,,,False
2206,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",,,,,False
2207,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,,,,,False
2208,CLF#3:32,I wish I COULD be refunded!,I,,COULD be refunded!,Negative,False
2209,CLF#3:32,I wish I COULD be refunded!,I,,COULD be refunded!,Negative,False
2210,BFC#9:0,Don't go with a larger group than 4!,,,,,False
2211,BFC#9:1,I went here for a family birthday dinner.,,,,,False
2212,BFC#9:2,Five of us walked in at approximately 6:20 on a Thursday evening.,,,,,False
2213,BFC#9:3,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please.""",,,,,False
2214,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",,the restaurant,"fairly empty,",Negative,False
2215,BFC#9:5,The menu is fairly simple without much descriptions.,,The menu,fairly simple without much descriptions.,Positive,True
2216,BFC#9:6,"There was no tap beer that evening, which was a disappointment.",,tap beer,There was no,Negative,True
2217,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma.",,,Not much of,Negative,False
2218,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,,clams,delicious,Positive,True
2219,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",,,"ok,",Negative,False
2220,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",,the day),pretty tasteless.,Negative,False
2221,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",I,shrimp,there were,Negative,True
2222,BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,,,,,False
2223,BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order.,,,,,False
2224,BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay.,,,,,False
2225,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",,,,,False
2226,BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did.",,,"close by,",Positive,False
2227,BFC#9:16,The food arrived in about 15 minutes.,,,,,False
2228,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good.,,Bass...which,very good.,Positive,True
2229,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",,,,,False
2230,BFC#9:19,I heard the lobster roll was excellent.,,,,,False
2231,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).",,,,,False
2232,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh.",,the food,"a little on the expensive side,",Positive,True
2233,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh.",,,fresh.,Positive,False
2234,BFC#9:22,"Service not the friendliest to our ""large party""!",,,,,False
2235,BFC#9:23,Probably would not go back here.,,,would not go back here.,Negative,False
2236,BG#5:0,Great Indian food,,food,Great,Positive,True
2237,BG#5:0,Great Indian food,,food,Indian,Positive,True
2238,BG#5:1,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",,,,,False
2239,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",,it,"quite regularly,",Positive,False
2240,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",,,the best,Positive,False
2241,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",,Food,amazing,Positive,True
2242,BG#5:3,"Very ""normal Indian food"", but done really well.",,,"Very ""normal Indian food"",",Positive,False
2243,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",,this place,have an,Negative,True
2244,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",,"Also, waiters","try to push more food on you, like suggest things",Negative,True
2245,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,,,,,False
2246,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",,,,,False
2247,BG#8:0,One of the BEST,,,One of the BEST,Positive,False
2248,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",,,,,False
2249,BG#8:2,My GF and I dine at Bukhara often as she lives near it.,,,,,False
2250,BG#8:3,The lunch buffet is expensive but is deff worth it.,,The lunch buffet,deff worth,Negative,True
2251,BG#8:3,The lunch buffet is expensive but is deff worth it.,,The lunch buffet,expensive,Negative,True
2252,BG#8:4,We go often for lunch and the place is packed.,,the place,packed.,Positive,False
2253,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,,quality,great,Positive,False
2254,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,,service,given.,Positive,True
2255,BG#8:6,Bukhara is on my top 5 Indian places in NYC,,,,,False
2256,DBG#2:0,Wretched and retching,,,Wretched,Positive,False
2257,DBG#2:1,This will be only the third online review I have ever made about a restaurant in my life.,,,,,False
2258,DBG#2:2,They have all been tonight and they have all been about the same restaurant.,,,,,False
2259,DBG#2:3,I have never been so disgusted by both food an service.,I,,never been so disgusted,Positive,False
2260,DBG#2:4,For starters they delivered us someone else's order.,,,,,False
2261,DBG#2:5,"Fine, I wont hang you for that.",,,,,False
2262,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",,,,,False
2263,DBG#2:7,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",,,,,False
2264,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",,,,,False
2265,DBG#2:9,None was made so i hung up.,,,,,False
2266,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,,,,,False
2267,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",,,,,False
2268,DBG#2:12,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!",,,,,False
2269,DBG#2:13,We know the difference between and oyster and bad fish.,,,,,False
2270,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",,,,,False
2271,DBG#2:15,Eat at your own risk.,,,,,False
2272,CLF#7:0,Gorgeous place ideal for a romantic dinner,,dinner,romantic,Positive,False
2273,CLF#7:0,Gorgeous place ideal for a romantic dinner,,place,Gorgeous,Positive,True
2274,CLF#7:1,I took my boyfriend for a dinner on saturday night.,,,,,False
2275,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,,,,,False
2276,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,,,spectacular,Positive,False
2277,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,I,Casa La Femme,recommend,Positive,True
2278,DBG#7:0,More Williamsburg Garbage,,,,,False
2279,DBG#7:1,My wife and I visited Dokebi tonight.,,,,,False
2280,DBG#7:2,We ordered dosut bibimbap and nakgi-bokum.,,,,,False
2281,DBG#7:3,The dishes came out around 5 minutes apart.,,The dishes,came out around 5 minutes apart.,Positive,False
2282,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",,,close to sizzling.,Positive,False
2283,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",,The bibimbap,"average,",Positive,True
2284,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,,,,,False
2285,DBG#7:6,The nakgi-bokum was horrible.,,The nakgi-bokum,horrible.,Positive,True
2286,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,,,,,False
2287,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,,,,,False
2288,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",,The side dishes,"passable,",Negative,True
2289,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",I,The side dishes,get a refill upon request.,Negative,True
2290,DBG#7:10,The real problem I had with this place was the complete lack of service.,,this place,the complete lack of service.,Negative,False
2291,DBG#7:11,I mentioned the squid dish wasn't very good when the waitress visited.,,squid dish,very good,Positive,False
2292,DBG#7:12,She just nodded and walked off.,,,,,False
2293,DBG#7:13,"There were no communications issues either, as she spoke perfect English.",,,,,False
2294,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",,,,,False
2295,DBG#7:15,My wife had barely touched that mess of a dish.,,,,,False
2296,DBG#7:16,We were charged full price.,We,,charged full price.,Positive,False
2297,DBG#7:17,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",,,,,False
2298,DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.",,food,"should visit 32nd Street, of course.",Negative,False
2299,DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.",,lovers,"should visit 32nd Street, of course.",Negative,False
2300,ADLT#9:0,Lives up to the hype,,,,,False
2301,ADLT#9:1,We've lived around the corner from this place for over a year and finally had dinner there.,,,,,False
2302,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,,,,,False
2303,ADLT#9:3,It was well worth the wait.,,the wait.,well worth,Positive,False
2304,ADLT#9:4,The wife had the risotto which was amazing.,,,,,False
2305,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",,the taste,phenomenal.,Positive,False
2306,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,,The farro salad,extremely tasty.,Positive,True
2307,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,,the mashed yukon potatoes,extremely tasty.,Positive,True
2308,EVPK#4:0,i love margherita pizza – i looove east village pizza,,,,,False
2309,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",,,one of the places,Positive,False
2310,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",we,,always go.,Positive,False
2311,EVPK#4:2,A quintessential slice of NYC pizza.,,,A quintessential slice of NYC pizza.,Positive,False
2312,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,crust,great bite,Positive,True
2313,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,"to it, the salt",nice,Positive,False
2314,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,,light,Positive,False
2315,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,the sauce,good,Positive,True
2316,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",,,,,False
2317,Z#6:0,Possibly the Most Romantic Restaurant in the City,,Restaurant,Possibly the Most Romantic,Negative,True
2318,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",,,one of the most romantic,Positive,False
2319,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",,,modern,Positive,False
2320,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",,,,,False
2321,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",,,,,False
2322,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,,,,,False
2323,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",,,,,False
2324,Z#6:6,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,I,,never used to be,Negative,False
2325,Z#6:7,We started off with a delightful sashimi amuse bouche.,,,,,False
2326,Z#6:8,Our first course was Tuna Sashimi with Green Yuzu Sauce.,,,,,False
2327,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",,,,,False
2328,Z#6:10,The entrees were served with miso soup and rice.,,The entrees,with miso,Positive,False
2329,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,,the courses,successfully easing,Positive,False
2330,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,,the courses,very well,Positive,False
2331,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",,,,,False
2332,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",,company,great,Positive,False
2333,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",,,,,False
2334,CLF#6:0,Terrible would be a compliment!,,,,,False
2335,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",,,"desired,",Positive,False
2336,CLF#6:2,"We were 10 people celebrtating a birthday, we sat in the tent.",,,,,False
2337,CLF#6:3,We paid a fixed pricce but got nothing!!,We,,got nothing!!,Negative,False
2338,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,,,,,False
2339,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",,,,,False
2340,CLF#6:6,Stay away,,Stay,away,Positive,False
2341,DBG#6:0,Great Shabu Shabu,,Shabu Shabu,Great,Positive,True
2342,DBG#6:1,"I go here at least once every other week, particularly when it's cold!",,,,,False
2343,DBG#6:2,I love it.,,,,,False
2344,DBG#6:3,To be honest we only ever eat the Shabu Shabu.,,,To be honest,Negative,False
2345,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,,,too impressed.,Negative,False
2346,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",,,won't find much better,Negative,False
2347,DBG#6:6,In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,,,,,False
2348,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",,,you get,Positive,False
2349,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",,meal,good too.,Positive,True
2350,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",,service,good too.,Positive,True
2351,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,,,,,False
2352,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,,perfect,Positive,False
2353,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,The hot dogs,"good, yes,",Positive,True
2354,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,,fantastic,Positive,False
2355,TR#5:0,Restaurant with a view,,Restaurant,a view,Positive,False
2356,TR#5:1,Celebrated my fathers birthday here.,,,,,False
2357,TR#5:2,The food tasted very good.,,The food,very good.,Positive,True
2358,TR#5:3,The family seafood entree was very good.,,The family seafood entree,very good.,Positive,True
2359,TR#5:4,The main entree was also very good.,,The main entree,very good.,Positive,True
2360,TR#5:5,We order a bit of everything on the menu.,,,,,False
2361,TR#5:6,"Price is high but the food is good, so I would come back again.",,Price,high,Positive,False
2362,TR#5:6,"Price is high but the food is good, so I would come back again.",,the food,"good,",Positive,True
2363,TR#5:6,"Price is high but the food is good, so I would come back again.",I,the food,would come back again.,Positive,True
2364,Z#7:0,This place doesn't make any sense,,,,,False
2365,Z#7:1,Just want to warn you all - don't waste your time and money.,,,,,False
2366,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",,,,,False
2367,Z#7:3,This place is not inviting and the food is totally weird.,,This place,not inviting,Negative,True
2368,Z#7:3,This place is not inviting and the food is totally weird.,,the food,totally weird.,Negative,True
2369,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,,The concept of japanese tapas,newly created,Negative,True
2370,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",,The food,uncooked.,Negative,True
2371,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",,The food,not appetizing,Negative,True
2372,Z#7:6,Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,,,,,False
2373,Z#10:0,Good Food,,Food,Good,Positive,True
2374,Z#10:1,I went here with my boyfriend for our anniversary.,,,,,False
2375,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,The food,"tasty,",Positive,True
2376,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,The food,great,Positive,True
2377,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,the sitting space,don't like being cramp,Negative,True
2378,Z#10:3,Over all it was a very nice romantic place .,,place,romantic,Positive,True
2379,Z#10:3,Over all it was a very nice romantic place .,,place,very nice,Positive,True
2380,Z#10:4,I would recommend to ask for a bigger sitting area when you make a reservation (if possible),,,,,False
2381,P#7:0,Loved it,,it,Loved,Positive,False
2382,P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,,,,,False
2383,P#7:2,The atmosphere was great.,,The atmosphere,great.,Positive,True
2384,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",,the margaritas,anything to write home about.,Negative,True
2385,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",,,,,False
2386,P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",,,,,False
2387,P#7:6,Maybe it has improved since then?,,,,,False
2388,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",,we'll,be back,Positive,False
2389,FF#4:0,Dumbfoundingly Poor,,,Dumbfoundingly Poor,Negative,False
2390,FF#4:1,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",,,,,False
2391,FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,,,flourishing,Positive,False
2392,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,,,,,False
2393,FF#4:4,Polite acknowledgement is out;,,,,,False
2394,FF#4:5,supercilious scorn is in.,,,,,False
2395,FF#4:6,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",,,,,False
2396,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",,,,,False
2397,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",,the salmon,much better,Negative,False
2398,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",,the food quality,"pretty good,",Negative,True
2399,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",,,nice,Positive,False
2400,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",,furnishings,attractive,Positive,True
2401,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",,,,,False
2402,FF#4:11,"On that scale, it's a world-beater.",,,,,False
2403,FF#3:0,How is this palce still open?,,,,,False
2404,FF#3:1,I honestly don't even know where to begin.,,,,,False
2405,FF#3:2,"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",,,,,False
2406,FF#3:3,"We arrived and were seated immediately, which made us both happy.",,,,,False
2407,FF#3:4,"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",,,,,False
2408,FF#3:5,Everything was going good until we got our meals.,,Everything,going good,Positive,False
2409,FF#3:6,I took one look at the chicken and I was appalled.,,,,,False
2410,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",,,,,False
2411,FF#3:8,"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",I,the white meat.,enjoy,Positive,False
2412,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",,,,,False
2413,FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",,,,,False
2414,FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",,the spinach,undercooked,Negative,True
2415,FF#3:12,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,,,,,False
2416,FF#3:13,I've had better chicken at BBQs!!!!,,,,,False
2417,FF#3:14,So I decide to report back to the waitress because it was completely inedible.,,it,completely inedible.,Positive,False
2418,FF#3:15,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",,,,,False
2419,FF#3:16,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",,,,,False
2420,FF#3:17,"No desert menu, no apology, nothing!!!!!!",,,,,False
2421,FF#3:18,"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",,,,,False
2422,FF#3:19,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",,,there is,Positive,False
2423,FF#3:20,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",,,,,False
2424,FF#3:21,We refused to pay for it because at this point it had nothing to do with the food anymore.,,,nothing to do,Negative,False
2425,FF#3:22,The level of rudeness was preposterous.,,The level of rudeness,preposterous.,Positive,False
2426,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",,,,,False
2427,FF#3:24,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,,,,,False
2428,FF#3:25,THIS STAFF SHOULD BE FIRED.,,,,,False
2429,EVPK#9:0,cirspy crust margherita pizza,,,,,False
2430,EVPK#9:1,we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,,,,,False
2431,EVPK#9:2,it was really good pizza.,,it,good pizza.,Positive,False
2432,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),,,fully loaded:):):),Positive,False
2433,EVPK#9:4,you know what i mean all the positives things happening there made mw write this review.,,,,,False
2434,CLF#4:0,Single Worst Restaurant in Manhattan,,Restaurant,Single Worst,Positive,True
2435,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",,,,,False
2436,CLF#4:2,Moving on.,,,,,False
2437,CLF#4:3,If I could give 0 stars I would do so for this place.,,,,,False
2438,CLF#4:4,Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,,Femme,to middle eastern dining,Positive,False
2439,CLF#4:5,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,,4 different results on citysearch,there are,Positive,False
2440,CLF#4:6,Well...they can run but they can't hide.,,,they can't hide.,Negative,False
2441,CLF#4:6,Well...they can run but they can't hide.,,,run,Negative,False
2442,CLF#4:7,I live in the West Village and I've been to a lot of restaurants.,,the West Village,been to a lot of restaurants.,Positive,False
2443,CLF#4:7,I live in the West Village and I've been to a lot of restaurants.,,I've,been to a lot of restaurants.,Positive,False
2444,CLF#4:8,"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.",,,,,False
2445,CLF#4:9,"However, most of them are at least prompt and pleasant.",,,,,False
2446,CLF#4:10,This place...god where do i begin.,,,,,False
