sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching,Type
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,The staff,absolutely delicious,Positive,TRUE,train
1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",,The staff,"nice,",Negative,TRUE,train
1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",,The staff,seemed really stressed,Negative,TRUE,train
1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",,the staff,friendly.,Positive,TRUE,train
717570:5,The staff there is very attentive and down to earth.,,The staff,very attentive,Positive,TRUE,train
717570:5,The staff there is very attentive and down to earth.,,The staff,down to earth.,Positive,TRUE,train
PP#9:2,Had no flavor and the staff is rude and not attentive.,,the staff,not attentive.,Negative,TRUE,train
PP#9:2,Had no flavor and the staff is rude and not attentive.,,the staff,rude,Negative,TRUE,train
TR#1:1,The staff is very good.,,The staff,very good.,Positive,TRUE,train
TFS#10:2,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,,the staff,not,Negative,TRUE,train
TFS#10:6,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",,the staff,unable to provide appropriate drink suggestions.,Positive,TRUE,train
TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",,the staff,more attention to the little details,Negative,TRUE,train
1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table.",,The Steak Tartare,"bet,",Positive,TRUE,train
TR#2:4,The stuff tilapia was horrid...tasted like cardboard.,,The stuff tilapia,horrid...tasted like cardboard.,Negative,TRUE,train
1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,,The sushi,fresh,Positive,TRUE,train
1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,,The sushi,adequately proportioned.,Positive,TRUE,train
1390357:4,The sushi is amazing!!!,,The sushi,amazing!!!,Positive,TRUE,train
470488:2,The sushi was awful!,,The sushi,awful!,Positive,TRUE,train
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",,the sushi,bland,Negative,TRUE,train
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",,the sushi,disgusting.,Negative,TRUE,train
709294:3,"The portion sizes here are huge, and the sushi is good.",,the sushi,good.,Positive,TRUE,train
1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,The svc,be a bit rude,Negative,TRUE,train
1340075:5,The takeout is great too since they give high quality tupperware as well.,,The takeout,great,Positive,TRUE,train
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",,the thai food,excellent,Positive,TRUE,train
1232468:0,The tuna and wasabe potatoes are excellent.,,The tuna,excellent.,Positive,TRUE,train
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,the tuna,not to mention,Negative,TRUE,train
464342:3,the turkey burgers are scary!,,the turkey burgers,scary!,Positive,TRUE,train
1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",,the unisex bathroom,needs to be cleaned more often.,Negative,TRUE,train
PP#4:6,The veal and the mushrooms were cooked perfectly.,,The veal,cooked perfectly.,Positive,TRUE,train
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,the vibe,good,Positive,TRUE,train
759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,The vibe,very relaxed,Positive,TRUE,train
1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,The view,breathtaking,Positive,TRUE,train
426805:0,"The view is spectacular, and the food is great.",,The view,"spectacular,",Positive,TRUE,train
TR#2:2,The high prices you're going to pay is for the view not for the food.,,the view,not for the food.,Negative,TRUE,train
773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,the view of the new york city skiline,terrific,Positive,TRUE,train
WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.",,the views of the city,great.,Positive,TRUE,train
TR#8:4,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,,the Voss bottles of water,a piece.,Negative,TRUE,train
1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",,The wait staff,"very freindly,",Positive,TRUE,train
490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",,The wait staff,the most part gorgeous,Positive,TRUE,train
490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",,The wait staff,"pleasant, fun,",Positive,TRUE,train
TM#7:2,The wait staff is very courteous and accomodating.,,The wait staff,accomodating.,Positive,TRUE,train
TM#7:2,The wait staff is very courteous and accomodating.,,The wait staff,very courteous,Positive,TRUE,train
519425:3,The waiter was attentive.,,The waiter,attentive.,Positive,TRUE,train
WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.",,The waiter,delicious,Positive,TRUE,train
NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",,the waiter,"very nice,",Negative,TRUE,train
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,,the waiter,kept telling us one minute,Positive,TRUE,train
1340075:2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,the waiters,literally walking,Positive,TRUE,train
1649025:2,The food is so cheap and the waiters are nice.,,the waiters,nice.,Positive,TRUE,train
1147211:2,The waitress was very patient with us and the food is phenomenal!,,The waitress,very patient,Positive,TRUE,train
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,the waitress,incredibly rude,Positive,TRUE,train
Y#5:4,The waitress was not attentive at all.,,The waitress,not attentive,Negative,TRUE,train
1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",,the waitstaff,ALL TOTALLY Japanese.,Positive,TRUE,train
1586174:6,the waitstaffs are nice though.,,the waitstaffs,nice,Positive,TRUE,train
1014458:3,The wine list is interesting and has many good values.,,The wine list,interesting,Positive,TRUE,train
1398844:2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",,the wine list,simply overpriced.,Negative,TRUE,train
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,extensive,Positive,TRUE,train
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,easily,Positive,TRUE,train
955711:1,The wine list is extensive and impressive.,,The wine list,extensive,Positive,TRUE,train
955711:1,The wine list is extensive and impressive.,,The wine list,impressive.,Positive,TRUE,train
1338124:3,The Yellowtail was particularly good as well.,,The Yellowtail,particularly good,Positive,TRUE,train
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"fine,",Negative,TRUE,train
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"a little overcooked,",Negative,TRUE,train
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,not really a 'special' bagel experience.,Negative,TRUE,train
1310217:1,Their pad penang is delicious and everything else is fantastic.,,Their pad penang,delicious,Positive,TRUE,train
BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",,they're Slamwich,amazing!,Positive,TRUE,train
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",,"Thin Crust Pizzas,",fantastic,Positive,TRUE,train
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",,"Thin Crust Pizzas,",Best,Positive,TRUE,train
720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,,This dish,favorite,Positive,TRUE,train
ADLT#3:2,This establishment is the real deal.,,This establishment,the real deal.,Positive,TRUE,train
1125284:1,This place is the most Japanese it can ever get.,,This place,can ever get.,Positive,TRUE,train
1125284:1,This place is the most Japanese it can ever get.,,This place,most Japanese,Positive,TRUE,train
1125284:3,This place is worth an one-hour drive.,,This place,worth an one-hour drive.,Positive,TRUE,train
1131595:0,This place is incredibly tiny.,,This place,incredibly tiny.,Positive,TRUE,train
1147211:0,This place is great.,,This place,great.,Positive,TRUE,train
1340075:6,This place is always very crowded and popular.,,This place,always very crowded,Positive,TRUE,train
1340075:6,This place is always very crowded and popular.,,This place,popular.,Positive,TRUE,train
1398844:0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",,this place,"*not* romantic,",Positive,TRUE,train
1451107:0,This place is so much fun.,,This place,much fun.,Positive,TRUE,train
1476493:0,I thought this place was totally overrated.,,this place,totally overrated.,Positive,TRUE,train
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,This place,"pricey,",Positive,TRUE,train
1572033:2,This place is always packed.,,This place,always packed.,Positive,TRUE,train
1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",,This place,really trendi,Negative,TRUE,train
1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,I,this place,introduced,Positive,TRUE,train
454704:2,This place is not worth the prices.,,This place,the prices.,Negative,TRUE,train
624715:0,This place is a great bargain.,,This place,great bargain.,Positive,TRUE,train
ADLT#8:1,I recommend this place to everyone.,I,this place,recommend,Positive,TRUE,train
PP#4:0,I love this place,I,this place,love,Positive,TRUE,train
P#1:2,I would never recommend this place to anybody even for a casual dinner.,I,this place,never recommend,Positive,TRUE,train
NP#10:2,"Great food, amazing service, this place is a class act.",,this place,a class act.,Positive,TRUE,train
NP#10:5,This place is a must visit!,,This place,a must visit!,Negative,TRUE,train
TFS#11:5,This place survives on reputation alone.,,This place,survives on reputation alone.,Positive,TRUE,train
BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",,this place,have an,Negative,TRUE,train
Z#7:3,This place is not inviting and the food is totally weird.,,This place,not inviting,Negative,TRUE,train
1664346:2,I would highly recommend this place!,I,this place!,highly recommend,Positive,TRUE,train
1663111:0,I absolutely Loved this place.,I,this place.,Loved,Positive,TRUE,train
555734:0,I really liked this place.,I,this place.,liked,Positive,TRUE,train
1303984:0,This restaurant was way overhyped.,,This restaurant,way overhyped.,Positive,TRUE,train
1586174:2,not sure why this restaurant would be rated that highly.,,this restaurant,would be rated,Negative,TRUE,train
CLF#5:6,I never write on these sites but this restaurant is def worth commending!,,this restaurant,def worth commending!,Negative,TRUE,train
1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",,those rolls,wasn't fresh.,Negative,TRUE,train
1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",,those rolls,not good,Negative,TRUE,train
1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",,those rolls,"big,",Negative,TRUE,train
1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,,Tiny dessert,$8.00...just plain overpriced,Negative,TRUE,train
680390:0,"Toons has recently been redone, so it's now a very attractive space.",,Toons,"redone,",Positive,TRUE,train
507937:2,Spreads and toppings are great - though a bit pricey.,,toppings,-,Positive,TRUE,train
BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,,toppings,great,Positive,TRUE,train
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,tuna,soggy,Positive,TRUE,train
TFS#5:16,Vanison was good but not amazing.,,Vanison,not amazing.,Negative,TRUE,train
TFS#5:16,Vanison was good but not amazing.,,Vanison,good,Positive,TRUE,train
1335154:1,"Great vibe, lots of people.",,"vibe, lots of people.",Great,Positive,TRUE,train
TR#8:6,Nice view of river and NYC.,,view of river,Nice,Positive,TRUE,train
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,I,visiting this restaurant,recommend,Positive,TRUE,train
CLF#5:3,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,,Vodka,great,Positive,TRUE,train
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,,Wait staff,blantently unappreciative,Positive,TRUE,train
1153034:1,"There was a small wait, but shorter than I expected.",,"wait,",There was,Negative,TRUE,train
1626564:3,Waitstaff are very friendly.,,Waitstaff,very friendly.,Positive,TRUE,train
1232468:0,The tuna and wasabe potatoes are excellent.,,wasabe potatoes,excellent.,Positive,TRUE,train
1126814:3,Decent wine at reasonable prices.,,wine,Decent,Positive,TRUE,train
1538149:5,Very good wine choices.,,wine,Very good,Positive,TRUE,train
ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",,wine,great,Positive,TRUE,train
1538149:5,Very good wine choices.,,wine choices.,Very good,Positive,TRUE,train
1655504:4,Wine list is extensive without being over-priced.,,Wine list,extensive without being over-priced.,Positive,TRUE,train
1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,,Wine list selection,good,Positive,TRUE,train
1221938:0,The drinks are always welll made and wine selection is fairly priced.,,wine selection,fairly priced.,Positive,TRUE,train
1189674:4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",,"wine selection,",worth,Positive,TRUE,train
1189674:4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",,"wine selection, Gigondas",Great,Positive,TRUE,train
737999:5,Yakitori (bbq meats) is tasty too.,,Yakitori (bbq meats),tasty too.,Positive,TRUE,train
en_BlueRibbonSushi_478218171:1,"Best food, phenominal service",,service,Best,Positive,TRUE,test
en_BlueRibbonSushi_478218171:2,That was the last night in Vegas and was too late and most of the restaurant were closing - so we walked in the check the place.,,most of the restaurant,closing -,Positive,TRUE,test
en_BlueRibbonSushi_478218171:2,Best Neighborhood Standby.,,Neighborhood Standby.,Best,Positive,TRUE,test
en_BlueRibbonSushi_478218171:3,Open & Cool Place with the Best Pizza and Coffee,,Coffee,Best,Positive,TRUE,test
en_BlueRibbonSushi_478218333:0,Mediocre food,,food,Mediocre,Positive,TRUE,test
en_BlueRibbonSushi_478218333:0,Indoor ambience was modern.,,Indoor ambience,modern.,Positive,TRUE,test
en_BlueRibbonSushi_478218333:1,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,,The waiters,very experienced,Positive,TRUE,test
en_BlueRibbonSushi_478218333:2,"There was a really nice vibe about the place...good music, atmosphere and happy looking people.",,vibe,really nice,Positive,TRUE,test
en_BlueRibbonSushi_478218334:4,"¡V Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",,drinks,Great,Positive,TRUE,test
en_BlueRibbonSushi_478218337:0,Atmosphere was nice.,,Atmosphere,nice.,Positive,TRUE,test
en_BlueRibbonSushi_478218337:0,Great food with an awesome atmosphere!,,atmosphere!,awesome,Positive,TRUE,test
en_BlueRibbonSushi_478218339:0,Good eats.,,eats.,Good,Positive,TRUE,test
en_BlueRibbonSushi_478218339:3,The desert was the perfect ending to an almost perfect dinner.,,The desert,the perfect,Positive,TRUE,test
en_BlueRibbonSushi_478218339:3,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,,The waiters,helpful,Positive,TRUE,test
en_BlueRibbonSushi_478218341:3,¡V The food was not great & the waiters were rude.,,The food,not great,Negative,TRUE,test
en_BlueRibbonSushi_478218341:4,Imagine my happy surprise upon finding that the views are only the third-best thing about Ray's!,,the views,only the third-best thing,Negative,TRUE,test
en_BlueRibbonSushi_478218341:4,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,,The waiter,bit unfriendly,Negative,TRUE,test
en_BlueRibbonSushi_478218341:6,"Great food, spectacular location, and friendly service keep us coming back year after year.",,service,friendly,Positive,TRUE,test
en_BlueRibbonSushi_478218342:3,Still I would recommend this place.,I,this place.,recommend,Positive,TRUE,test
en_BlueRibbonSushi_478218345:2,"While I could have done without the youth who shared the evening with us, our wonderful server and food made the experience a very positive one.",,server,wonderful,Positive,TRUE,test
en_BlueRibbonSushi_478218345:3,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",,the cooks,very friendly.,Positive,TRUE,test
en_BlueRibbonSushi_478218512:0,It's a great place to enjoy food and meet friends.,,food,enjoy,Positive,TRUE,test
en_BlueRibbonSushi_478218512:1,"¡V The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).",,pretense,should be no,Negative,TRUE,test
en_BlueRibbonSushi_478218512:1,I love this restaurant,I,this restaurant,love,Positive,TRUE,test
en_BlueRibbonSushi_478218512:3,"The prices are outrageous, especially since the food was actually less satisfying than most neighborhood Chinese establishments.",,The prices,"outrageous,",Positive,TRUE,test
en_BlueRibbonSushi_478218512:3,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,,yellowtail,incredible,Positive,TRUE,test
en_BlueRibbonSushi_478218513:2,The steak was done to my exact liking (medium rare) and was nice and juicy.,,The steak,juicy.,Positive,TRUE,test
en_BlueRibbonSushi_478218513:2,"We were seated right away, the table was private and nice.",,the table,private,Positive,TRUE,test
en_BlueRibbonSushi_478218513:3,The pizza¡¦s are not huge and the crust is thinÿkeep that in mind when you¡¦re ordering.,,The pizza¡¦s,not huge,Negative,TRUE,test
en_BlueRibbonSushi_478218513:4,Best Sushi in town.,,Sushi,Best,Positive,TRUE,test
en_BlueRibbonSushi_478218513:6,"The wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured.",,The wine list,extensive,Positive,TRUE,test
en_BlueRibbonSushi_478218517:0,It's a great little place with tons of potential to be a neighborhood joint if the service weren't so impersonal and corporate-like.,,place,great,Positive,TRUE,test
en_BlueRibbonSushi_478218517:0,It's a great little place with tons of potential to be a neighborhood joint if the service weren't so impersonal and corporate-like.,,place,with tons of potential to be a neighborhood joint,Positive,TRUE,test
en_BlueRibbonSushi_478218517:1,Fresh ingrediants and super tasty.,,ingrediants,Fresh,Positive,TRUE,test
en_BlueRibbonSushi_478218517:1,When I got there I sat up stairs where the atmosphere was cozy & the service was horrible!,,the service,horrible!,Negative,TRUE,test
en_BlueRibbonSushi_478218517:2,¡V Best Mexican place for lunch in the financial district.,,place,Best,Positive,TRUE,test
en_BlueRibbonSushi_478218517:3,The nicest waiters in town.,,waiters,nicest,Positive,TRUE,test
en_BlueRibbonSushi_478218518:0,"¡V As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",,service,bad,Positive,TRUE,test
en_BlueRibbonSushi_478218518:1,great lunch spot,,lunch spot,great,Positive,TRUE,test
en_BlueRibbonSushi_478218518:2,I may not be a sushi guru but I can tell you that the food here is just okay and that there is not much else to it.,,the food,just okay,Negative,TRUE,test
en_BlueRibbonSushi_478218519:0,"Great seasonal fish and seafood, with a classy waterfront setting.",,seasonal fish,Great,Positive,TRUE,test
en_BlueRibbonSushi_478218519:2,"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).",,(potions,"have seriously seen downsizing) prices have gone up,",Negative,TRUE,test
en_BlueRibbonSushi_478218519:2,"Good Food, Great Service, Average Prices (For the Strip)",,"Food,",Good,Positive,TRUE,test
en_BlueRibbonSushi_478218520:1,The steak was done to my exact liking (medium rare) and was nice and juicy.,,The steak,done to my exact liking (medium rare),Positive,TRUE,test
en_BlueRibbonSushi_478218520:4,The lunch menu is an awesome deal!,,The lunch menu,an awesome deal!,Positive,TRUE,test
en_BlueRibbonSushi_478218520:5,We shared the family platter and I especially enjoyed the black cod in sake kasu.,I,the black cod,enjoyed,Positive,TRUE,test
en_BlueRibbonSushi_478218520:6,The atmosphere was great.,,The atmosphere,great.,Positive,TRUE,test
en_BlueRibbonSushi_478218520:7,The sashimi was the freshest and most tender I have ever tasted.,,The sashimi,the freshest,Positive,TRUE,test
en_BlueRibbonSushi_478218520:7,But the servers were extremely attentive and very friendly.,,the servers,very friendly.,Positive,TRUE,test
en_BlueRibbonSushi_478218524:6,"The best place for a leisure Sunday breakfast amidst yachts, then take a stroll through the nearby Farmer's Market.",,place,best,Positive,TRUE,test
en_BlueRibbonSushi_478218524:8,"food was fine, with a some little-tastier-than-normal salsa.",,food,"fine,",Positive,TRUE,test
en_BlueRibbonSushi_478218524:8,Great selection of sakes.,,selection of sakes.,Great,Positive,TRUE,test
en_BlueRibbonSushi_478218715:1,"Not only can the selection be innovative, but there's a nice balance of traditional sushi as well.",,selection,"be innovative,",Negative,TRUE,test
en_BlueRibbonSushi_478218900:2,"¡V How to describe the best sushi in NYC: hmmmm, delicious, amazing, fantastic, suculent, perfect, nah, all of the above.",,sushi,best,Positive,TRUE,test
en_BlueRibbonSushi_478218900:2,"At best, the food was good and definately overpriced.",,the food,definately overpriced.,Positive,TRUE,test
en_BlueRibbonSushi_478218900:3,"the fish was fresh, though it was cut very thin.",,the fish,very thin.,Negative,TRUE,test
en_BlueRibbonSushi_478218901:1,"The food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served.",,the food,cold buy the time everyone,Negative,TRUE,test
en_BlueRibbonSushi_478218901:1,The sushi was excellent and the wait staff was quick.,,the wait staff,quick.,Positive,TRUE,test
en_BlueRibbonSushi_478218901:2,This establishment is consistent with my feelings of the rest of Chow Foods group.,,establishment,consistent,Positive,TRUE,test
en_BlueRibbonSushi_478219447:2,"The crowd is mixed yuppies, young and old.",,The crowd,young,Positive,TRUE,test
en_BlueRibbonSushi_478219447:2,The only drawback is the crowded seating and the slow service.,,the crowded seating,The only drawback,Negative,TRUE,test
en_BlueRibbonSushi_478219447:4,¡V Mioposto has a very creative & delicious pizza menu.,,pizza,delicious,Positive,TRUE,test
en_BlueRibbonSushi_478219453:0,The presentation of Snooze is excellent and it is one of those places that you feel more sophisticated just for being there; but peel back the layers and you have an overpriced IHOP with a high brow menu.,,The presentation of Snooze,excellent,Positive,TRUE,test
en_BlueRibbonSushi_478219453:0,"Hands down, the best tuna I have ever had.",,tuna,the best,Positive,TRUE,test
en_BlueRibbonSushi_478219453:0,Great value sushi with high quality & nice setting.,,value sushi,Great,Positive,TRUE,test
en_BlueRibbonSushi_478219453:1,And the upstairs is a great place to hang out.,,place,great,Positive,TRUE,test
en_BlueRibbonSushi_478219453:1,The sushi was excellent and the wait staff was quick.,,The sushi,excellent,Positive,TRUE,test
en_BlueRibbonSushi_478219453:4,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.",,the service,spotty,Positive,TRUE,test
en_BlueRibbonSushi_478219453:5,"If there is a line very day of the week for the entire time a place is open, you know it is great.",,it,great.,Positive,TRUE,test
en_BlueRibbonSushi_478219459:1,Our server was very professional and friendly.,,Our server,friendly.,Positive,TRUE,test
en_BlueRibbonSushi_478219459:1,"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).",,the service,the worst I have experienced,Negative,TRUE,test
en_BlueRibbonSushi_478219459:3,¡V This place is unbelievably over-rated.,,This place,unbelievably over-rated.,Positive,TRUE,test
en_BlueRibbonSushi_479929856:2,"¡V The food is here is incredible, though the quality is inconsistent during lunch.",,the quality,inconsistent,Negative,TRUE,test
en_BlueRibbonSushi_479929856:2,I have eaten here three times and have found the quality and variety of the fish to be excellent.,,the quality,to be excellent.,Positive,TRUE,test
en_BlueRibbonSushi_479929856:4,My only negative comment is that I wish the pieces were a little bigger.,,the pieces,a little bigger.,Negative,TRUE,test
en_BlueRibbonSushi_479929856:4,"However, this place is a gem, and I won't stop going back.",,this place,"a gem,",Negative,TRUE,test
en_BlueRibbonSushi_479929856:5,The service is really attentive and charming.,,The service,charming.,Positive,TRUE,test
en_BlueRibbonSushi_479929856:5,"¡V The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).",,the slices of fish,"should be larger,",Negative,TRUE,test
en_BlueRibbonSushi_479929856:5,The only drawback is the crowded seating and the slow service.,,the slow service.,The only drawback,Negative,TRUE,test
en_CatalRestaurant__UvaBar_477861889:0,Great draft and bottle selection and the pizza rocks.,,bottle selection,Great,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861889:2,The food is simply unforgettable!,,The food,simply unforgettable!,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861889:4,"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).",,The food,"have seriously seen downsizing) prices have gone up,",Negative,TRUE,test
en_CatalRestaurant__UvaBar_477861889:5,"With so many great breakfast/lunch places in So Cal, this one is not worth the wait or any extra effort to visit.",,breakfast/lunch places,great,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861889:6,This is a great place to get a delicious meal.,,place,great,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861893:1,The only drawback is that this place is really expensive and the portions are on the small side.,,the portions,on the small side.,Negative,TRUE,test
en_CatalRestaurant__UvaBar_477861893:2,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,we,service,the worst,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861893:3,I love the warm & cosy environment.,I,environment.,the warm,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861893:3,Food was good and appetizing.,,Food,appetizing.,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477861893:4,¡V Great financial district mexican spot.,,financial district mexican spot.,Great,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:2,"Nice ambience, but highly overrated place.",,"ambience,",Nice,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:2,"Not only can the selection be innovative, but there's a nice balance of traditional sushi as well.",,balance of traditional sushi,nice,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:3,¡V I really enjoyed my meal here.,I,my meal,enjoyed,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:3,my service was stellar!,,my service,stellar!,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:5,Great value sushi with high quality & nice setting.,,setting.,nice,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:5,¡V The atmosphere is great for any special occasion you might want to celebrate.,,The atmosphere,great,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:5,the atmosphere is great.,,the atmosphere,great.,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:6,Very poor customer service.,,customer service.,Very poor,Negative,TRUE,test
en_CatalRestaurant__UvaBar_477862052:7,"Our waiter was non-existent and after our food finally arrived over an hour after we ordered, we were not given any water or utensils.",,Our waiter,non-existent,Positive,TRUE,test
en_CatalRestaurant__UvaBar_477862052:8,Well worth it,,it,Well worth,Positive,TRUE,test
en_India'sGrill_477960693:0,Great open and friendly ambience.,,ambience.,friendly,Positive,TRUE,test
en_India'sGrill_477960693:0,Great bottle of wine.,,bottle of wine.,Great,Positive,TRUE,test
en_India'sGrill_477960693:5,"The wine list is incredible and extensive and diverse, the food is all incredible and the staff was all very nice, good at their jobs and cultured.",,the food,all incredible,Positive,TRUE,test
en_India'sGrill_477960694:2,"i would normally not finish the brocolli when i order these kinds of food but for the first time, every piece was as eventful as the first one... the scallops and prawns was so fresh and nicely cooked.",,prawns,fresh,Negative,TRUE,test
en_India'sGrill_477960694:4,"It was romantic - and even nice even with my sister, reminded me of Italy, and had artwork and music that kept up the feeling of being in a Mediterrean villa.",,It,nice,Positive,TRUE,test
en_India'sGrill_477960696:2,This place is charming and relaxing.,,This place,charming,Positive,TRUE,test
en_India'sGrill_477960696:3,The food is great and they make a mean bloody mary.,,The food,make a mean bloody mary.,Positive,TRUE,test
en_India'sGrill_477960696:5,Poor customer service/poor pizza.,,customer service/poor pizza.,Poor,Negative,TRUE,test
en_India'sGrill_477960696:5,great service,,service,great,Positive,TRUE,test
